customer_id,age,gender,city,tenure_months,contract_type,phone_service,internet_service,online_security,tech_support,streaming_tv,monthly_charges,total_charges,payment_method,paperless_billing,num_support_tickets,avg_resolution_time,satisfaction_score,churn
4695,39,Female,Jakarta,44,Month-to-month,1,DSL,0,1,1,43.74,2009.88,Credit card,1,2,1.9,2.5,1
4696,39,Male,Jakarta,1,One year,0,DSL,1,0,1,59.75,0.0,Bank transfer,1,0,10.5,3.6,0
4697,48,Female,Palembang,63,One year,1,No,0,0,1,61.46,3764.98,Bank transfer,0,5,2.6,4.2,0
4698,58,Female,Semarang,0,Month-to-month,1,No,0,0,0,117.38,136.25,Credit card,1,1,6.8,3.0,1
4699,43,Female,Bandung,67,Month-to-month,1,DSL,0,0,1,48.34,3214.12,Credit card,1,2,4.9,1.6,1
4700,35,Female,Palembang,14,Two year,1,DSL,0,1,0,124.38,1721.4,Credit card,0,3,0.6,3.9,0
4701,29,Female,Bandung,2,Month-to-month,0,Fiber optic,0,1,0,30.51,15.51,Mailed check,1,0,0.9,3.4,1
4702,23,Male,Semarang,26,Month-to-month,0,DSL,0,0,1,65.61,1704.4,Electronic check,1,3,2.1,5.3,1
4703,50,Male,Jakarta,54,Month-to-month,0,Fiber optic,0,1,0,133.11,7109.37,Credit card,1,0,2.0,1.0,1
4704,49,Male,Bandung,13,Month-to-month,1,Fiber optic,0,0,0,120.75,1566.27,Bank transfer,1,4,1.6,2.9,1
4705,49,Male,Jakarta,28,Month-to-month,1,DSL,1,0,0,79.6,2175.47,Bank transfer,1,3,4.5,0.4,1
4706,40,Female,Surabaya,72,Month-to-month,1,Fiber optic,0,0,1,66.81,4716.56,Electronic check,1,3,1.8,0.3,1
4707,60,Male,Jakarta,6,One year,1,DSL,1,1,0,106.07,616.98,Credit card,0,1,0.9,2.7,0
4708,35,Female,Jakarta,41,Month-to-month,1,No,0,1,1,72.8,3129.34,Bank transfer,1,1,1.5,3.4,1
4709,54,Male,Jakarta,8,One year,1,Fiber optic,0,1,0,48.08,289.9,Mailed check,0,0,0.3,4.6,0
4710,41,Male,Surabaya,13,Month-to-month,1,No,0,0,0,63.19,704.06,Mailed check,1,1,0.3,6.4,1
4711,34,Female,Makassar,7,Month-to-month,1,DSL,0,0,0,38.31,125.28,Credit card,1,1,2.4,2.1,1
4712,49,Male,Surabaya,14,Two year,1,DSL,1,0,0,153.44,2105.77,Electronic check,1,2,5.1,2.2,1
4713,47,Female,Makassar,0,One year,1,Fiber optic,1,1,0,128.35,112.29,Electronic check,1,3,1.1,2.5,0
4714,46,Female,Medan,8,One year,1,No,1,0,1,61.48,456.69,Credit card,0,0,0.2,7.7,0
4715,43,Male,Bandung,14,Month-to-month,1,Fiber optic,1,0,0,89.86,1550.09,Bank transfer,0,0,0.6,0.5,1
4716,41,Male,Jakarta,24,Month-to-month,1,No,1,0,0,29.97,651.23,Electronic check,0,1,2.3,2.3,1
4717,73,Male,Palembang,24,Two year,1,DSL,1,1,1,77.94,1798.82,Bank transfer,0,2,3.3,7.5,0
4718,57,Female,Jakarta,21,Month-to-month,1,DSL,0,0,1,41.44,596.18,Mailed check,0,2,5.0,7.6,1
4719,51,Female,Medan,8,Two year,1,DSL,0,1,1,88.23,703.81,Mailed check,0,3,1.1,0.8,0
4720,43,Male,Medan,70,One year,0,Fiber optic,1,0,1,188.96,13342.12,Electronic check,1,1,6.0,2.5,0
4721,55,Female,Surabaya,11,One year,1,No,0,0,0,51.7,536.64,Electronic check,0,2,0.9,1.8,0
4722,48,Male,Jakarta,5,One year,1,Fiber optic,0,0,0,31.39,178.76,Mailed check,0,3,3.8,1.6,0
4723,42,Female,Surabaya,19,Month-to-month,1,DSL,0,0,0,100.16,1919.15,Bank transfer,0,3,0.3,1.6,1
4724,38,Female,Makassar,33,Month-to-month,1,Fiber optic,0,0,0,58.73,1805.3,Electronic check,0,1,0.3,2.0,1
4725,40,Female,Makassar,0,One year,1,DSL,0,0,0,116.17,90.85,Mailed check,1,3,4.4,2.4,1
4726,18,Female,Palembang,7,Two year,1,Fiber optic,0,1,0,125.8,608.07,Bank transfer,1,2,1.9,0.4,1
4727,44,Male,Jakarta,41,Month-to-month,1,DSL,0,0,1,121.55,5092.71,Mailed check,1,0,0.6,1.2,0
4728,35,Female,Surabaya,16,Month-to-month,1,No,1,0,1,69.01,1096.47,Mailed check,1,1,10.5,1.9,1
4729,62,Male,Jakarta,12,Month-to-month,1,No,0,1,1,179.13,2146.24,Electronic check,1,2,1.6,3.2,1
4730,42,Female,Palembang,64,One year,1,Fiber optic,1,0,0,48.81,3025.62,Electronic check,0,1,5.1,,0
4731,26,Male,Jakarta,2,Month-to-month,1,DSL,0,0,1,139.44,276.01,Credit card,1,2,2.8,6.1,1
4732,41,Female,Surabaya,22,Two year,1,DSL,1,0,1,57.39,1280.27,Credit card,1,2,4.5,2.3,0
4733,28,Female,Makassar,10,Month-to-month,1,DSL,0,0,0,67.57,571.57,Credit card,1,3,0.7,1.2,1
4734,48,Female,Bandung,1,Two year,1,Fiber optic,0,0,0,108.97,23.39,Mailed check,1,0,0.0,0.7,0
4735,45,Male,Bandung,5,Two year,1,DSL,1,0,0,61.85,206.28,Electronic check,1,3,0.7,2.5,1
4736,54,Female,Jakarta,23,Month-to-month,1,No,0,1,1,143.55,3475.92,Electronic check,0,2,0.1,0.9,1
4737,31,Female,Surabaya,0,Month-to-month,1,No,0,0,0,37.44,0.0,Bank transfer,0,2,2.4,2.1,1
4738,42,Female,Makassar,21,Two year,1,DSL,0,0,0,153.52,3338.92,Bank transfer,0,2,0.9,1.1,1
4739,24,Male,Bandung,72,Month-to-month,1,Fiber optic,0,1,0,130.37,9454.0,Bank transfer,1,1,5.7,5.7,0
4740,51,Male,Jakarta,38,Month-to-month,1,Fiber optic,1,1,0,139.3,5436.9,Electronic check,0,0,2.7,3.4,1
4741,48,Male,Jakarta,10,Two year,1,Fiber optic,1,1,0,54.26,562.06,Credit card,0,2,0.0,4.0,0
4742,48,Male,Jakarta,3,Month-to-month,1,DSL,0,0,0,37.65,159.8,Bank transfer,0,2,1.9,2.5,1
4743,42,Male,Bandung,15,Month-to-month,1,DSL,1,0,1,63.25,837.13,Credit card,1,0,2.1,2.8,0
4744,47,Male,Jakarta,11,Month-to-month,0,Fiber optic,1,0,1,201.94,2258.14,Bank transfer,0,3,1.8,1.5,1
4745,62,Male,Bandung,72,Two year,1,DSL,0,0,1,48.68,3649.26,Mailed check,0,4,,2.0,0
4746,38,Male,Bandung,72,Month-to-month,1,Fiber optic,0,0,0,49.26,3477.11,Electronic check,0,0,3.8,3.1,0
4747,43,Male,Semarang,12,Month-to-month,1,No,0,0,0,35.35,467.67,Electronic check,1,1,0.1,6.2,1
4748,27,Female,Jakarta,3,Month-to-month,1,Fiber optic,0,0,1,55.72,282.26,Electronic check,0,2,3.2,2.7,1
4749,30,Female,Semarang,57,Two year,1,No,0,0,1,51.01,2888.9,Credit card,1,4,11.4,1.9,0
4750,43,Male,Bandung,37,One year,1,Fiber optic,0,1,1,98.17,3698.17,Mailed check,0,0,1.0,1.6,0
4751,56,Female,Surabaya,17,Month-to-month,1,DSL,0,1,1,90.27,1504.52,Credit card,1,1,4.1,3.2,1
4752,38,Female,Palembang,10,One year,0,No,0,0,1,89.72,861.12,Electronic check,1,2,1.4,2.0,0
4753,38,Female,Jakarta,14,Month-to-month,1,DSL,0,1,1,59.07,725.39,Electronic check,1,1,0.3,0.6,1
4754,36,Male,Bandung,55,One year,1,No,0,0,0,77.88,4435.91,Credit card,1,0,3.6,1.6,0
4755,35,Male,Jakarta,4,Two year,1,Fiber optic,0,0,1,45.22,217.41,Mailed check,0,2,9.7,0.9,1
4756,45,Female,Bandung,39,Month-to-month,1,No,1,1,1,44.55,1665.02,Credit card,1,1,4.4,1.9,1
4757,22,Male,Bandung,0,Two year,1,DSL,0,0,1,122.7,17.61,Bank transfer,0,2,3.7,6.7,1
4758,58,Male,Jakarta,60,One year,1,DSL,0,0,1,107.44,6464.92,Electronic check,1,0,7.3,1.7,0
4759,33,Male,Medan,16,Month-to-month,1,DSL,1,0,1,72.24,1088.64,Electronic check,1,2,3.5,3.1,1
4760,51,Male,Medan,6,One year,1,DSL,0,0,0,67.08,451.9,Electronic check,1,1,5.0,2.6,0
4761,25,Female,Semarang,0,Month-to-month,1,Fiber optic,0,1,0,90.65,23.43,Electronic check,1,4,5.2,2.0,1
4762,50,Male,Jakarta,19,Month-to-month,1,DSL,0,1,0,71.19,1349.63,Mailed check,0,1,,0.7,1
4763,50,Female,Jakarta,6,One year,1,Fiber optic,1,0,1,62.11,431.79,Credit card,0,1,0.1,4.1,0
4764,46,Female,Medan,23,Two year,1,Fiber optic,0,0,0,121.6,2918.33,Credit card,1,3,0.5,3.4,1
4765,29,Female,Jakarta,7,Month-to-month,0,Fiber optic,0,0,0,96.13,735.78,Mailed check,0,0,7.0,3.8,1
4766,45,Male,Medan,2,Two year,0,No,0,1,1,68.76,150.52,Bank transfer,1,3,8.7,2.3,1
4767,26,Male,Jakarta,16,Two year,1,DSL,0,0,1,52.63,691.73,Electronic check,0,1,0.7,1.8,0
4768,38,Male,Jakarta,19,Month-to-month,1,DSL,0,0,1,26.78,518.68,Credit card,1,0,0.2,,1
4769,55,Male,Makassar,14,Two year,1,DSL,0,0,0,66.55,774.48,Electronic check,1,0,3.0,1.7,0
4770,52,Female,Semarang,14,Month-to-month,1,DSL,1,0,0,27.61,496.39,Bank transfer,1,0,6.5,1.7,1
4771,42,Male,Medan,21,Month-to-month,1,Fiber optic,0,1,1,27.1,642.08,Bank transfer,0,1,1.8,5.6,1
4772,29,Female,Makassar,17,Two year,1,No,0,0,1,36.12,580.64,Bank transfer,1,2,5.7,1.9,1
4773,50,Female,Medan,3,Month-to-month,1,Fiber optic,0,0,0,24.38,156.24,Credit card,1,2,4.3,5.2,1
4774,42,Female,Bandung,5,One year,1,Fiber optic,1,1,0,61.4,205.06,Mailed check,0,2,3.8,4.5,0
4775,18,Female,Palembang,3,One year,1,No,1,0,0,36.38,1.3,Electronic check,1,2,2.9,3.8,0
4776,52,Male,Medan,28,Month-to-month,1,No,0,1,0,44.27,1266.26,Electronic check,0,2,0.7,1.0,1
4777,41,Male,Bandung,18,One year,1,No,0,1,1,83.55,1437.09,Bank transfer,0,0,4.7,0.5,0
4778,57,Male,Surabaya,13,Month-to-month,1,No,0,0,1,94.94,1216.16,Electronic check,0,0,6.3,4.9,1
4779,27,Male,Makassar,38,Month-to-month,1,Fiber optic,0,0,0,89.69,3564.73,Mailed check,1,1,5.6,,1
4780,18,Male,Jakarta,9,Two year,1,DSL,0,1,0,85.24,904.32,Credit card,0,1,1.2,2.1,0
4781,45,Male,Jakarta,20,Two year,1,Fiber optic,1,0,0,152.48,3007.86,Credit card,1,2,2.4,2.2,0
4782,45,Male,Jakarta,1,Month-to-month,1,DSL,0,1,1,54.29,0.0,Bank transfer,1,2,0.3,2.4,1
4783,20,Female,Jakarta,32,Month-to-month,1,DSL,0,1,1,45.67,1217.35,Electronic check,1,0,3.8,3.0,0
4784,29,Male,Jakarta,28,Month-to-month,0,No,0,1,0,62.62,2027.66,Mailed check,1,2,6.3,1.5,0
4785,77,Female,Makassar,38,Two year,1,Fiber optic,0,0,0,50.96,1643.42,Credit card,1,2,3.7,3.6,1
4786,38,Male,Medan,51,Month-to-month,1,Fiber optic,0,0,1,98.22,5015.89,Mailed check,0,1,0.8,5.7,0
4787,51,Male,Jakarta,34,Month-to-month,1,Fiber optic,0,0,0,108.01,3577.8,Credit card,0,2,0.4,1.8,1
4788,33,Female,Semarang,44,Two year,1,Fiber optic,0,1,0,144.12,6424.17,Electronic check,0,2,2.9,1.4,0
4789,18,Female,Bandung,10,Month-to-month,1,Fiber optic,0,0,0,97.97,956.27,Bank transfer,0,1,5.9,3.2,1
4790,39,Male,Bandung,10,Month-to-month,1,No,0,1,0,104.14,1042.46,Electronic check,1,1,3.4,3.3,0
4791,38,Male,Surabaya,69,Month-to-month,1,No,0,1,1,38.01,2591.2,Bank transfer,1,1,1.4,2.5,1
4792,36,Male,Makassar,59,Two year,1,DSL,1,0,1,156.68,9213.76,Credit card,0,2,1.0,3.2,0
4793,40,Male,Jakarta,19,Month-to-month,1,DSL,1,0,0,64.04,1253.01,Electronic check,0,0,8.6,2.0,1
4794,45,Male,Jakarta,10,Month-to-month,0,Fiber optic,0,0,1,32.34,287.58,Mailed check,1,1,0.5,4.9,1
4795,40,Female,Jakarta,48,Two year,1,Fiber optic,0,0,1,123.89,5983.84,Electronic check,1,1,1.3,3.6,0
4796,25,Male,Medan,9,Two year,1,Fiber optic,1,0,0,111.13,1062.87,Electronic check,1,0,0.8,1.6,1
4797,48,Male,Medan,4,Month-to-month,1,Fiber optic,0,1,1,47.68,84.91,Mailed check,1,1,1.2,3.5,1
4798,18,Female,Jakarta,24,One year,1,Fiber optic,1,0,0,72.48,1897.0,Bank transfer,1,0,4.6,0.4,0
4799,18,Male,Jakarta,1,Month-to-month,1,No,0,0,0,126.41,109.81,Credit card,0,1,0.1,5.5,1
4800,51,Male,Medan,11,Month-to-month,1,Fiber optic,1,0,0,86.31,943.89,Credit card,1,0,0.3,4.0,1
4801,48,Female,Medan,39,Month-to-month,1,DSL,0,0,1,92.56,3450.24,Electronic check,1,3,1.9,3.8,1
4802,41,Male,Surabaya,8,Month-to-month,1,No,1,0,1,83.98,665.01,Electronic check,0,1,3.7,1.7,0
4803,23,Female,Makassar,64,One year,1,DSL,1,1,0,34.94,2139.55,Electronic check,0,0,1.5,1.7,0
4804,32,Male,Palembang,72,Month-to-month,1,No,1,0,1,81.11,5928.19,Electronic check,1,1,5.5,2.2,1
4805,38,Male,Jakarta,40,Month-to-month,1,No,0,0,0,105.05,4201.87,Mailed check,1,3,,3.4,1
4806,21,Male,Bandung,72,Month-to-month,1,DSL,0,0,0,56.25,3968.23,Mailed check,1,4,1.3,4.5,1
4807,32,Male,Jakarta,18,Two year,1,Fiber optic,0,0,0,132.64,2401.69,Electronic check,1,1,0.6,1.3,0
4808,50,Male,Medan,20,Month-to-month,0,Fiber optic,0,0,1,60.05,1259.89,Electronic check,1,0,11.2,3.1,1
4809,60,Male,Surabaya,43,One year,1,No,0,0,0,63.45,2496.67,Mailed check,0,2,7.5,1.4,0
4810,36,Female,Jakarta,16,Month-to-month,0,Fiber optic,1,0,0,85.96,1379.4,Electronic check,1,0,6.7,1.1,1
4811,51,Female,Semarang,12,One year,1,DSL,0,0,0,50.26,426.5,Electronic check,0,0,4.2,4.4,0
4812,18,Male,Semarang,22,Month-to-month,1,DSL,1,0,1,150.7,3343.1,Mailed check,1,3,0.2,,1
4813,50,Female,Jakarta,25,Month-to-month,1,Fiber optic,0,0,0,84.15,2198.47,Credit card,1,0,6.1,2.9,1
4814,31,Female,Jakarta,33,One year,1,Fiber optic,0,1,0,113.21,3771.96,Bank transfer,1,2,0.1,1.0,0
4815,45,Female,Jakarta,26,Month-to-month,1,DSL,0,1,0,115.35,3003.08,Electronic check,1,4,2.5,4.8,1
4816,38,Male,Medan,32,Month-to-month,1,Fiber optic,1,0,0,106.65,3504.86,Bank transfer,1,0,11.3,1.6,0
4817,59,Female,Semarang,26,Month-to-month,1,Fiber optic,0,1,0,152.4,3935.89,Mailed check,1,0,0.1,3.1,1
4818,30,Male,Bandung,15,Month-to-month,1,No,0,0,0,100.74,1632.35,Electronic check,1,0,0.6,2.9,1
4819,50,Male,Bandung,3,One year,1,DSL,1,0,1,87.23,326.35,Mailed check,0,2,7.2,2.5,1
4820,38,Female,Semarang,36,Month-to-month,1,Fiber optic,1,1,1,114.62,4218.72,Credit card,1,1,2.1,,1
4821,39,Female,Bandung,0,Month-to-month,1,Fiber optic,0,1,0,138.83,0.0,Electronic check,0,1,0.8,2.7,1
4822,39,Female,Bandung,72,Month-to-month,1,Fiber optic,0,0,0,59.96,4354.27,Mailed check,0,3,1.3,1.7,1
4823,31,Female,Bandung,42,Month-to-month,1,No,0,0,0,55.38,2429.0,Mailed check,1,1,2.8,2.7,1
4824,41,Male,Makassar,26,Month-to-month,1,Fiber optic,0,0,0,73.95,1935.5,Bank transfer,1,1,9.3,1.3,1
4825,41,Female,Jakarta,72,Month-to-month,1,Fiber optic,1,0,0,68.49,5135.06,Bank transfer,1,4,0.6,0.9,1
4826,45,Male,Jakarta,22,Month-to-month,1,Fiber optic,0,1,1,87.38,1958.96,Mailed check,0,1,1.1,3.0,1
4827,43,Male,Jakarta,1,Two year,1,DSL,0,0,0,75.19,20.46,Mailed check,0,0,2.0,5.0,1
4828,52,Male,Semarang,19,Month-to-month,1,DSL,1,0,1,67.31,1274.84,Credit card,0,2,4.6,0.8,1
4829,54,Male,Surabaya,7,Two year,1,DSL,0,1,0,52.09,558.71,Electronic check,1,3,4.7,1.7,0
4830,28,Female,Jakarta,11,Two year,1,Fiber optic,0,0,0,27.53,471.64,Electronic check,0,2,2.2,2.1,0
4831,53,Male,Palembang,14,Month-to-month,1,Fiber optic,0,1,1,68.35,858.95,Credit card,1,1,0.2,2.3,1
4832,26,Female,Palembang,35,Month-to-month,1,Fiber optic,1,1,1,43.97,1450.32,Mailed check,0,4,4.7,0.4,1
4833,49,Male,Palembang,16,Month-to-month,1,No,0,1,1,40.81,804.19,Electronic check,0,0,5.6,2.9,1
4834,50,Male,Jakarta,15,One year,0,Fiber optic,0,0,0,60.14,895.77,Credit card,1,1,3.6,5.5,0
4835,18,Female,Makassar,8,One year,1,DSL,0,0,0,80.39,667.05,Bank transfer,1,0,8.4,3.9,0
4836,43,Male,Jakarta,18,One year,1,DSL,0,1,0,44.7,813.82,Electronic check,1,1,2.4,3.3,0
4837,35,Female,Jakarta,6,Month-to-month,1,DSL,1,0,1,68.78,462.84,Bank transfer,1,2,2.7,4.3,1
4838,32,Female,Surabaya,7,Month-to-month,1,No,0,0,0,48.14,399.1,Electronic check,0,1,8.3,5.9,1
4839,59,Male,Bandung,33,Two year,1,No,0,0,0,77.14,2490.25,Mailed check,0,1,19.5,3.3,0
4840,33,Female,Jakarta,10,Month-to-month,1,DSL,0,1,0,40.19,478.33,Mailed check,0,0,5.3,0.8,1
4841,31,Male,Bandung,1,Two year,1,Fiber optic,0,0,0,51.02,105.76,Bank transfer,1,1,0.1,1.1,0
4842,42,Female,Semarang,10,Month-to-month,1,Fiber optic,0,0,0,109.45,1366.2,Electronic check,0,4,2.3,4.4,1
4843,50,Male,Surabaya,24,Month-to-month,1,DSL,0,0,1,62.27,1582.87,Electronic check,1,1,16.3,2.2,1
4844,40,Male,Surabaya,40,Two year,1,Fiber optic,1,0,1,102.99,4260.64,Credit card,1,0,4.2,1.2,0
4845,57,Male,Jakarta,72,One year,0,No,0,1,1,116.61,8377.29,Credit card,0,2,2.5,3.3,0
4846,48,Female,Palembang,32,One year,1,No,0,1,1,32.76,1174.25,Credit card,1,3,3.5,0.8,0
4847,18,Female,Jakarta,13,Month-to-month,1,Fiber optic,1,0,1,45.93,748.48,Electronic check,1,1,,3.1,1
4848,35,Female,Surabaya,8,Two year,1,DSL,0,1,0,91.44,754.3,Electronic check,1,2,2.7,2.5,0
4849,34,Female,Jakarta,3,Two year,1,DSL,1,1,1,58.88,264.74,Credit card,0,1,7.1,3.1,0
4850,48,Female,Makassar,23,Month-to-month,1,No,0,0,1,97.38,2229.6,Electronic check,0,3,4.2,4.6,1
4851,18,Female,Jakarta,17,Month-to-month,1,DSL,0,0,0,71.4,1036.08,Bank transfer,0,0,1.2,4.1,0
4852,75,Male,Surabaya,27,One year,1,Fiber optic,0,1,0,47.08,1352.78,Credit card,1,4,0.2,2.7,0
4853,48,Female,Surabaya,6,Two year,1,DSL,0,1,1,47.62,338.53,Credit card,1,1,5.8,5.1,0
4854,43,Female,Makassar,9,One year,1,DSL,0,1,0,51.3,598.57,Mailed check,0,2,0.0,2.9,0
4855,57,Male,Jakarta,8,Two year,1,DSL,1,0,1,101.54,826.02,Bank transfer,1,1,0.9,2.7,1
4856,72,Female,Medan,38,Month-to-month,1,DSL,0,0,0,84.39,3237.14,Mailed check,1,2,3.4,4.9,1
4857,53,Male,Jakarta,4,Two year,0,No,0,0,0,32.9,147.97,Electronic check,0,1,1.7,1.2,0
4858,54,Female,Palembang,22,Month-to-month,1,DSL,1,0,0,68.16,1259.94,Bank transfer,1,1,1.3,0.9,1
4859,43,Female,Bandung,1,Month-to-month,1,Fiber optic,0,0,0,60.93,61.35,Credit card,0,1,1.3,4.7,1
4860,40,Female,Medan,19,Month-to-month,1,No,0,1,1,124.29,2449.33,Mailed check,0,2,6.3,1.7,1
4861,35,Female,Surabaya,1,One year,1,No,0,0,0,120.82,131.94,Bank transfer,1,3,5.0,2.4,1
4862,31,Male,Jakarta,4,Month-to-month,1,Fiber optic,0,0,0,80.97,354.47,Mailed check,1,0,1.0,2.0,1
4863,33,Female,Jakarta,2,Two year,1,DSL,0,1,0,98.24,303.95,Credit card,1,0,11.9,0.2,0
4864,24,Male,Bandung,10,Two year,1,DSL,0,0,0,37.43,389.48,Bank transfer,0,0,3.1,3.6,0
4865,41,Male,Palembang,10,One year,0,Fiber optic,1,0,0,83.29,862.09,Mailed check,1,2,3.3,4.7,1
4866,20,Female,Surabaya,42,Month-to-month,1,No,0,0,0,91.17,3695.62,Bank transfer,1,2,3.6,4.7,1
4867,44,Female,Makassar,6,Month-to-month,0,DSL,0,0,1,30.82,121.77,Electronic check,1,2,11.4,4.1,1
4868,41,Female,Jakarta,2,Month-to-month,1,Fiber optic,1,0,0,42.42,215.67,Electronic check,0,0,4.7,2.3,1
4869,43,Male,Palembang,22,One year,1,DSL,1,0,0,126.88,2856.85,Mailed check,1,2,11.1,6.0,1
4870,35,Female,Surabaya,27,Month-to-month,1,DSL,0,0,0,30.3,926.68,Bank transfer,1,1,4.0,2.1,1
4871,80,Female,Surabaya,8,One year,1,Fiber optic,0,0,0,56.74,610.81,Electronic check,0,1,6.3,0.4,0
4872,59,Male,Surabaya,22,Month-to-month,1,DSL,0,1,0,42.28,949.35,Electronic check,0,3,8.6,4.4,1
4873,25,Male,Medan,35,One year,1,Fiber optic,0,1,1,47.68,1588.35,Credit card,1,0,3.0,2.9,0
4874,45,Female,Medan,10,Month-to-month,1,Fiber optic,0,0,0,63.83,584.85,Electronic check,1,1,0.5,2.5,1
4875,34,Female,Surabaya,17,One year,1,DSL,0,1,1,114.98,1919.34,Electronic check,1,0,2.1,2.7,0
4876,28,Female,Bandung,3,Month-to-month,1,Fiber optic,1,0,0,49.88,165.33,Mailed check,1,1,2.1,3.9,1
4877,24,Male,Jakarta,0,Month-to-month,1,DSL,1,0,0,83.42,0.0,Credit card,1,2,1.3,4.9,1
4878,47,Female,Jakarta,72,Two year,0,Fiber optic,0,0,1,130.53,9313.55,Electronic check,0,1,1.4,1.3,0
4879,33,Female,Jakarta,8,Month-to-month,1,Fiber optic,0,0,1,55.41,608.17,Electronic check,1,0,,4.0,1
4880,54,Male,Bandung,7,Two year,1,No,1,0,1,83.86,666.25,Electronic check,0,3,1.6,1.4,0
4881,54,Female,Bandung,72,Month-to-month,1,DSL,0,0,1,164.77,12021.35,Bank transfer,0,1,3.5,1.1,1
4882,59,Female,Medan,31,Month-to-month,1,Fiber optic,0,1,0,73.47,2190.77,Credit card,1,0,0.2,1.3,1
4883,30,Male,Medan,21,Month-to-month,1,DSL,0,0,0,48.6,1099.6,Bank transfer,0,2,1.4,3.9,1
4884,48,Male,Jakarta,28,Two year,1,Fiber optic,0,0,0,84.66,2549.12,Credit card,0,3,6.7,1.4,0
4885,50,Male,Semarang,29,Two year,1,DSL,1,0,0,81.02,2332.16,Credit card,0,4,1.7,0.6,0
4886,35,Female,Jakarta,34,Month-to-month,1,Fiber optic,0,1,0,47.97,1576.41,Bank transfer,1,6,0.2,4.6,1
4887,31,Female,Medan,1,Month-to-month,1,Fiber optic,0,1,0,32.16,94.18,Bank transfer,1,1,0.6,3.1,1
4888,62,Male,Jakarta,12,One year,1,DSL,0,0,1,45.9,619.56,Bank transfer,0,2,4.7,1.7,1
4889,44,Male,Semarang,8,Two year,1,No,1,0,1,61.3,499.63,Credit card,1,2,2.2,0.5,0
4890,50,Male,Bandung,1,One year,1,No,0,0,0,74.34,121.9,Bank transfer,0,0,0.7,1.6,1
4891,31,Female,Surabaya,12,Two year,1,DSL,0,1,0,66.6,997.82,Bank transfer,1,0,1.9,1.2,0
4892,26,Female,Medan,22,Month-to-month,1,Fiber optic,0,1,0,107.3,2416.48,Electronic check,0,2,0.0,2.4,1
4893,34,Female,Jakarta,4,One year,1,DSL,0,0,1,81.32,503.95,Mailed check,1,2,,4.8,0
4894,40,Female,Jakarta,8,One year,1,No,0,0,0,48.23,314.25,Credit card,1,1,1.0,1.0,0
4895,28,Female,Bandung,24,Month-to-month,1,Fiber optic,1,0,1,67.87,1467.36,Credit card,0,3,1.6,1.0,1
4896,41,Male,Makassar,20,One year,1,DSL,1,1,0,119.82,2428.03,Electronic check,1,2,0.2,3.0,0
4897,20,Female,Surabaya,48,Two year,1,Fiber optic,0,0,0,170.97,8325.07,Electronic check,0,2,1.4,3.5,0
4898,27,Female,Jakarta,37,Two year,1,Fiber optic,0,1,1,65.1,2312.72,Mailed check,0,2,0.4,3.5,0
4899,50,Female,Bandung,72,Month-to-month,1,Fiber optic,0,0,0,49.63,3555.31,Electronic check,0,0,4.8,0.8,1
4900,49,Female,Medan,21,Month-to-month,1,Fiber optic,1,1,0,94.18,2142.14,Credit card,1,2,2.3,5.0,1
4901,36,Female,Surabaya,28,Month-to-month,1,Fiber optic,0,0,0,77.89,2316.25,Bank transfer,0,1,1.0,1.5,1
4902,28,Female,Makassar,47,Month-to-month,1,DSL,0,1,0,136.64,6404.53,Credit card,1,0,0.8,2.3,0
4903,28,Female,Bandung,43,Two year,1,DSL,0,1,0,138.84,6023.07,Bank transfer,0,1,0.3,2.8,0
4904,37,Female,Jakarta,30,Month-to-month,1,Fiber optic,1,0,1,104.51,3237.67,Bank transfer,1,4,4.9,0.7,1
4905,50,Female,Jakarta,16,One year,1,Fiber optic,1,0,1,73.88,1234.91,Electronic check,0,0,1.2,2.7,0
4906,54,Male,Surabaya,7,Month-to-month,1,DSL,0,0,1,49.65,516.75,Credit card,0,0,5.0,2.2,0
4907,35,Male,Medan,50,One year,1,DSL,0,1,0,44.62,2180.81,Bank transfer,0,0,21.8,0.5,0
4908,27,Female,Jakarta,35,Month-to-month,1,DSL,0,0,1,176.86,6248.45,Electronic check,0,2,2.7,4.0,1
4909,45,Male,Palembang,43,Month-to-month,1,Fiber optic,0,0,1,56.03,2503.24,Credit card,1,2,0.7,4.2,0
4910,31,Male,Jakarta,3,Month-to-month,1,DSL,0,1,0,30.83,0.0,Electronic check,1,3,3.1,,1
4911,35,Male,Bandung,9,One year,1,Fiber optic,1,1,0,97.61,789.2,Bank transfer,1,2,1.7,0.7,1
4912,59,Female,Jakarta,13,One year,1,Fiber optic,1,1,0,43.45,581.57,Credit card,1,5,3.1,3.9,1
4913,52,Male,Makassar,43,Month-to-month,1,Fiber optic,1,1,0,51.97,2361.65,Electronic check,1,2,4.6,6.4,0
4914,44,Male,Semarang,53,Month-to-month,1,No,0,0,0,90.01,4828.95,Credit card,1,1,3.4,4.3,1
4915,25,Male,Jakarta,8,One year,0,Fiber optic,1,1,0,51.54,373.24,Bank transfer,0,2,3.1,1.8,0
4916,44,Female,Palembang,27,Two year,1,Fiber optic,0,0,0,52.76,1421.73,Electronic check,0,2,2.9,4.1,0
4917,55,Male,Jakarta,1,Month-to-month,1,Fiber optic,0,1,0,49.37,184.45,Electronic check,0,2,0.7,1.1,1
4918,37,Male,Medan,12,Month-to-month,1,Fiber optic,1,0,0,63.25,819.66,Bank transfer,0,2,4.5,2.0,1
