applicant_id,age,annual_income,employment_years,credit_history_years,num_credit_accounts,debt_to_income_ratio,credit_utilization,late_payments_12m,max_delinquency_days,recent_inquiries,bankruptcy_history,credit_score,risk_category
4613,44,148145.41,6.9,11.2,7,0.071,0.129,0,60,0,0,693,Fair
4614,46,47289.99,3.7,26.5,4,0.084,0.419,0,0,3,1,605,Poor
4615,50,134427.32,1.1,1.3,10,0.559,0.189,1,0,0,0,660,Fair
4616,56,43912.72,3.7,0.7,6,0.416,0.407,0,0,1,0,558,Very Poor
4617,50,180160.95,2.4,4.5,9,0.41,0.211,2,0,0,0,600,Very Poor
4618,43,49489.28,0.7,0.2,4,0.222,0.444,1,60,1,0,510,Risky
4619,26,60509.22,1.9,2.6,5,0.146,0.132,1,0,2,0,545,Risky
4620,23,47561.87,6.1,9.1,9,0.216,0.276,0,0,2,0,631,Poor
4621,45,44917.17,16.4,13.2,11,0.069,0.264,1,0,0,0,622,Poor
4622,49,65225.59,0.4,10.3,9,0.256,0.376,3,0,0,0,606,Poor
4623,39,39097.83,8.6,4.5,6,0.197,0.278,5,0,0,0,503,Risky
4624,44,28177.97,1.8,3.5,8,0.231,0.085,1,0,1,0,512,Risky
4625,30,20306.76,5.2,2.0,4,0.389,0.219,2,0,0,0,448,Risky
4626,31,120571.14,5.2,3.1,8,0.464,0.118,1,0,0,0,605,Poor
4627,35,28072.18,12.4,2.2,9,0.389,0.395,2,0,2,0,467,Risky
4628,70,10958.74,18.2,2.7,6,0.012,0.235,1,0,0,0,531,Risky
4629,47,69164.39,9.3,5.1,10,0.069,0.223,0,0,1,0,544,Risky
4630,40,32433.57,0.5,5.9,6,0.528,0.262,1,0,2,0,568,Very Poor
4631,44,20022.61,5.2,3.2,7,0.284,0.103,0,0,0,0,513,Risky
4632,60,27935.26,1.3,7.9,3,0.459,0.332,0,0,0,0,579,Very Poor
4633,22,153652.85,4.8,17.8,9,0.049,0.415,1,0,0,0,674,Fair
4634,32,276273.75,5.8,6.1,5,0.063,0.165,1,0,1,0,699,Fair
4635,21,46466.36,7.2,20.2,6,0.38,0.158,0,0,0,0,704,Good
4636,26,135125.82,14.6,0.0,14,0.157,0.523,0,60,1,0,597,Very Poor
4637,26,53963.01,1.3,32.7,4,0.341,0.488,0,0,0,0,760,Excellent
4638,49,27237.11,4.6,1.4,9,0.378,0.339,1,0,2,0,571,Very Poor
4639,24,76261.76,1.2,3.4,6,0.437,0.168,2,30,2,0,519,Risky
4640,28,19862.62,0.3,11.2,8,0.251,0.324,0,30,1,0,555,Very Poor
4641,36,40168.53,9.4,11.7,7,0.478,0.229,1,60,1,0,586,Very Poor
4642,54,22503.2,23.1,12.4,9,0.075,0.429,0,0,0,0,659,Fair
4643,21,28087.94,8.0,0.3,9,0.469,0.21,2,0,0,0,528,Risky
4644,54,92666.6,6.1,0.9,4,0.496,0.418,1,0,3,0,600,Very Poor
4645,37,34967.04,5.6,2.1,14,0.054,0.247,0,0,1,0,554,Very Poor
4646,42,41404.13,0.9,0.4,8,0.376,0.204,0,30,1,0,490,Risky
4647,34,123423.94,6.7,1.1,4,0.772,0.456,1,0,1,0,568,Very Poor
4648,44,46731.74,13.0,8.6,10,0.583,0.164,0,0,1,0,642,Poor
4649,28,142355.71,0.9,2.1,13,0.426,0.323,1,30,1,0,625,Poor
4650,50,37241.95,1.7,13.4,6,0.263,0.166,1,0,0,0,620,Poor
4651,29,36566.31,4.0,4.9,8,0.115,0.107,0,0,1,0,609,Poor
4652,26,9977.97,6.6,4.5,13,0.243,0.655,1,0,2,0,460,Risky
4653,41,46876.38,2.8,13.2,5,0.178,0.136,1,0,0,0,620,Poor
4654,51,28131.35,2.7,15.8,10,0.223,0.365,1,60,1,0,599,Very Poor
4655,56,205298.88,14.9,4.0,15,0.043,0.323,3,0,0,0,616,Poor
4656,46,247740.97,3.4,4.5,8,0.31,0.11,0,0,0,0,701,Good
4657,36,17814.13,1.3,7.1,7,0.194,0.292,0,30,1,0,538,Risky
4658,46,60921.55,8.1,8.2,6,0.384,0.1,0,60,0,0,556,Very Poor
4659,38,17798.04,5.4,3.0,4,0.059,0.55,1,0,3,0,475,Risky
4660,46,67515.2,39.2,6.2,8,0.241,0.1,2,0,1,0,604,Poor
4661,50,29523.03,9.9,4.9,8,0.204,0.327,2,0,2,0,529,Risky
4662,22,43171.26,9.6,12.4,13,0.4,0.585,2,0,2,0,508,Risky
4663,43,72653.2,3.6,7.6,5,0.553,0.334,0,0,1,0,545,Risky
4664,40,123472.35,1.1,14.3,8,0.264,0.091,0,0,3,0,721,Good
4665,22,79184.79,7.3,8.3,15,0.128,0.313,0,0,1,0,663,Fair
4666,38,24197.8,7.6,15.3,3,0.163,0.654,1,0,2,0,543,Risky
4667,46,42278.66,0.1,2.7,13,0.804,0.116,1,0,3,0,560,Very Poor
4668,46,14452.69,6.3,9.8,9,0.472,0.277,2,0,1,0,464,Risky
4669,47,66507.22,0.2,0.4,7,0.079,0.23,0,0,1,0,599,Very Poor
4670,33,20533.32,1.9,2.3,7,0.314,0.315,0,0,1,0,510,Risky
4671,50,16493.1,0.2,7.4,3,0.302,0.304,1,30,1,0,527,Risky
4672,39,60392.44,10.1,1.3,6,0.134,0.217,1,30,1,0,583,Very Poor
4673,22,130157.84,8.2,9.9,7,0.086,0.596,1,0,3,0,592,Very Poor
4674,33,152448.11,1.0,7.9,7,0.253,0.182,1,0,1,0,636,Poor
4675,32,74555.24,4.6,7.2,8,0.184,0.306,0,0,2,0,615,Poor
4676,39,64834.84,6.6,14.1,3,0.422,0.563,1,0,1,0,635,Poor
4677,22,115337.28,5.5,5.3,6,0.153,0.472,0,0,1,0,657,Fair
4678,54,35547.64,3.2,0.6,8,0.469,0.517,2,0,0,0,462,Risky
4679,39,273032.73,10.0,4.9,9,0.423,0.48,1,0,1,0,657,Fair
4680,63,33958.89,8.0,11.2,8,0.241,0.31,1,0,1,0,585,Very Poor
4681,54,42034.79,5.0,13.9,9,0.423,0.196,2,0,1,0,635,Poor
4682,53,129561.11,7.9,12.3,13,0.17,0.291,0,0,0,0,673,Fair
4683,29,77781.68,2.1,0.9,5,0.174,0.043,0,120,1,0,558,Very Poor
4684,48,37703.48,19.3,23.4,6,0.382,0.097,1,120,0,0,568,Very Poor
4685,35,87296.8,3.5,6.2,4,0.353,0.15,0,0,0,0,655,Fair
4686,48,134550.63,1.2,14.1,10,0.2,0.13,1,0,3,1,578,Very Poor
4687,28,47064.06,0.3,8.1,7,0.309,0.157,3,0,2,0,493,Risky
4688,41,64911.31,8.1,4.8,8,0.413,0.242,1,0,0,0,582,Very Poor
4689,23,14405.58,4.4,6.6,4,0.066,0.366,1,0,0,0,585,Very Poor
4690,38,79175.37,6.0,8.3,4,0.29,0.39,1,0,2,0,574,Very Poor
4691,37,93404.69,1.3,6.3,11,0.055,0.428,2,60,1,0,566,Very Poor
4692,49,58543.63,5.4,15.2,8,0.206,0.251,0,0,2,0,658,Fair
4693,60,44855.02,3.1,1.7,10,0.05,0.125,0,0,0,0,603,Poor
4694,21,245617.22,4.5,0.7,11,0.504,0.343,2,0,0,0,680,Fair
4695,21,162309.31,2.4,8.2,5,0.512,0.594,0,0,0,0,662,Fair
4696,59,50462.18,2.9,0.5,9,0.159,0.177,1,30,3,0,495,Risky
4697,51,13463.3,5.4,6.2,8,0.174,0.084,1,0,2,0,530,Risky
4698,49,79639.36,2.0,6.3,6,0.345,0.24,0,90,1,0,581,Very Poor
4699,46,30491.51,0.5,0.5,5,0.552,0.358,1,0,1,0,523,Risky
4700,52,155300.28,0.2,3.3,7,0.124,0.344,2,0,1,0,633,Poor
4701,45,47606.67,11.7,4.9,9,0.256,0.407,1,0,1,0,533,Risky
4702,47,52234.36,1.0,0.5,5,0.167,0.546,2,30,1,0,564,Very Poor
4703,26,33429.51,2.9,5.2,8,0.452,0.054,2,0,2,0,531,Risky
4704,34,43459.87,1.7,0.4,10,0.391,0.275,0,0,0,0,602,Poor
4705,44,31705.43,1.2,2.7,7,0.384,0.239,2,0,2,0,521,Risky
4706,30,43763.37,2.3,12.2,5,0.048,0.169,1,0,1,0,658,Fair
4707,35,45226.15,9.2,7.4,7,0.656,0.663,2,0,2,0,554,Very Poor
4708,33,17864.99,5.2,5.8,6,0.245,0.19,0,0,1,0,528,Risky
4709,41,39571.88,0.2,8.4,8,0.153,0.603,0,0,0,0,630,Poor
4710,31,113883.72,13.4,15.0,11,0.278,0.334,1,0,2,0,663,Fair
4711,39,75517.99,6.0,6.1,6,0.295,0.397,1,0,4,0,573,Very Poor
4712,34,85178.57,7.0,4.7,12,0.203,0.524,1,0,1,0,592,Very Poor
4713,21,37177.82,1.3,3.2,6,0.273,0.307,1,30,0,0,510,Risky
4714,28,119078.56,4.2,8.2,7,0.411,0.229,0,0,3,0,608,Poor
4715,46,79930.29,1.2,2.0,11,0.188,0.334,0,0,1,0,654,Fair
4716,49,108496.14,12.0,1.4,10,0.379,0.207,1,0,1,0,540,Risky
4717,39,35304.13,4.6,0.9,5,0.104,0.446,0,0,0,0,580,Very Poor
4718,40,81122.74,1.5,1.1,6,0.281,0.264,3,0,3,0,578,Very Poor
4719,36,32011.6,10.8,3.2,8,0.299,0.345,0,0,2,0,511,Risky
4720,47,13879.73,0.9,12.5,5,0.313,0.362,2,0,1,0,553,Very Poor
4721,21,41304.4,2.5,37.7,10,0.405,0.098,1,60,1,0,695,Fair
4722,41,16438.2,2.1,4.0,2,0.247,0.11,1,30,1,0,479,Risky
4723,43,62914.74,0.5,1.7,10,0.269,0.246,0,0,1,0,554,Very Poor
4724,46,37001.6,2.9,6.9,8,0.082,0.199,1,0,1,0,582,Very Poor
4725,29,22803.75,3.8,1.6,9,0.556,0.255,1,0,1,0,529,Risky
4726,42,17195.37,21.0,3.3,7,0.236,0.293,0,0,1,0,542,Risky
4727,64,31854.18,2.7,1.1,13,0.217,0.358,0,90,2,0,494,Risky
4728,33,50487.32,2.2,2.9,8,0.318,0.064,0,0,1,0,604,Poor
4729,43,107658.92,0.9,12.6,6,0.437,0.247,2,0,1,0,650,Poor
4730,48,39749.27,10.8,2.0,4,0.465,0.358,2,0,1,0,562,Very Poor
4731,38,51365.55,6.5,13.9,11,0.649,0.362,2,0,1,0,585,Very Poor
4732,47,22439.05,3.9,12.2,11,0.225,0.419,3,30,1,0,482,Risky
4733,33,128875.27,4.0,4.3,9,0.59,0.464,1,0,3,0,580,Very Poor
4734,63,36377.01,25.1,2.2,4,0.224,0.304,0,0,1,0,588,Very Poor
4735,44,41533.1,0.5,10.1,15,0.252,0.171,2,0,0,0,585,Very Poor
4736,40,25107.12,0.6,1.1,8,0.082,0.139,3,30,0,0,513,Risky
4737,45,145771.2,9.7,0.6,5,0.117,0.095,3,0,1,0,601,Poor
4738,34,129538.65,1.9,4.2,12,0.37,0.152,1,0,2,0,651,Fair
4739,21,24459.56,3.8,0.8,8,0.435,0.367,0,0,0,0,480,Risky
4740,41,49180.68,0.7,0.0,8,0.213,0.308,1,0,3,1,415,Risky
4741,55,11030.34,1.3,8.7,7,0.426,0.155,0,0,1,0,538,Risky
4742,28,35921.91,6.9,4.6,2,0.038,0.238,1,60,4,0,519,Risky
4743,53,150940.81,0.1,6.5,9,0.105,0.117,2,0,0,0,656,Fair
4744,61,48622.48,0.5,0.9,12,0.266,0.306,1,0,1,0,570,Very Poor
4745,26,37582.94,16.1,8.9,10,0.106,0.279,1,0,0,0,570,Very Poor
4746,34,34799.69,5.0,2.7,7,0.147,0.293,0,0,3,0,539,Risky
4747,35,83218.92,2.3,1.5,6,0.385,0.374,3,30,1,0,461,Risky
4748,40,64826.5,0.1,28.4,5,0.138,0.321,0,0,1,0,701,Good
4749,42,12714.69,11.0,16.3,7,0.466,0.367,0,0,3,0,536,Risky
4750,38,46772.22,6.9,1.5,6,0.445,0.244,2,0,3,0,530,Risky
4751,37,74033.77,7.6,2.0,9,0.42,0.295,0,30,0,0,547,Risky
4752,39,45635.29,1.0,0.6,10,0.213,0.529,2,60,0,0,490,Risky
4753,29,52831.6,5.4,37.1,5,0.23,0.402,0,0,0,0,758,Excellent
4754,21,111120.0,0.9,9.6,7,0.01,0.276,0,0,4,0,639,Poor
4755,32,50954.23,7.8,6.1,10,0.164,0.243,0,0,3,0,624,Poor
4756,53,56442.6,38.5,4.9,8,0.081,0.275,4,0,2,0,572,Very Poor
4757,42,19371.05,11.9,14.6,6,0.266,0.358,0,0,0,0,599,Very Poor
4758,33,10916.32,0.1,0.6,12,0.142,0.211,0,0,2,0,516,Risky
4759,38,50974.1,0.4,13.5,10,0.441,0.644,1,0,1,0,628,Poor
4760,35,300344.33,2.4,4.8,4,0.328,0.162,2,0,0,0,649,Poor
4761,39,63401.7,17.8,6.0,14,0.296,0.129,1,0,1,0,630,Poor
4762,41,33752.67,1.5,0.7,10,0.037,0.156,3,0,1,0,505,Risky
4763,42,27591.41,40.0,12.0,6,0.226,0.308,2,0,3,0,558,Very Poor
4764,46,44445.54,0.3,2.9,9,0.055,0.276,0,60,0,0,554,Very Poor
4765,38,33409.29,0.2,7.3,14,0.084,0.088,0,0,0,0,622,Poor
4766,42,11460.57,9.2,3.9,9,0.216,0.476,0,0,1,0,475,Risky
4767,36,55453.89,6.7,20.4,6,0.342,0.312,2,0,3,0,644,Poor
4768,32,27884.23,4.0,0.9,12,0.143,0.172,0,0,0,0,558,Very Poor
4769,57,63051.24,8.5,6.7,7,0.505,0.425,0,0,0,1,504,Risky
4770,22,103652.07,1.6,2.5,13,0.057,0.289,0,0,1,0,606,Poor
4771,33,45600.98,0.5,13.5,6,0.534,0.076,0,0,0,0,645,Poor
4772,32,86920.08,5.7,7.6,6,0.369,0.188,3,30,1,0,563,Very Poor
4773,26,31851.91,8.5,3.0,2,0.629,0.308,3,0,0,0,480,Risky
4774,47,13916.63,5.7,22.2,7,0.218,0.243,2,0,3,0,533,Risky
4775,21,23991.57,3.7,10.5,12,0.296,0.13,0,60,1,0,588,Very Poor
4776,43,381271.55,14.9,9.6,13,0.303,0.192,1,30,0,0,722,Good
4777,25,285440.2,8.8,2.3,12,0.366,0.188,2,0,1,0,674,Fair
4778,31,30545.29,4.3,2.4,6,0.556,0.297,0,90,2,0,470,Risky
4779,57,19382.72,15.0,40.0,13,0.135,0.251,0,0,2,0,699,Fair
4780,51,89325.61,1.3,5.3,6,0.002,0.29,0,0,5,0,627,Poor
4781,30,14122.81,6.2,18.5,10,0.391,0.084,2,0,0,0,559,Very Poor
4782,33,21781.53,2.2,1.6,11,0.234,0.279,2,0,2,0,484,Risky
4783,26,29747.05,2.3,1.6,7,0.291,0.224,2,0,1,0,494,Risky
4784,24,14690.27,10.9,22.3,6,0.463,0.145,0,0,0,0,599,Very Poor
4785,25,60543.93,3.8,0.5,10,0.219,0.503,0,60,0,0,591,Very Poor
4786,21,68043.95,4.5,1.7,1,0.238,0.186,1,0,1,0,604,Poor
4787,37,103855.91,8.9,11.5,7,0.019,0.25,0,60,1,0,585,Very Poor
4788,35,33065.59,2.2,5.2,9,0.38,0.379,1,30,2,0,576,Very Poor
4789,40,31906.58,3.3,0.5,7,0.407,0.423,0,0,3,0,480,Risky
4790,31,85245.88,6.3,3.7,9,0.149,0.432,2,0,3,0,526,Risky
4791,52,67868.73,1.6,5.9,6,0.386,0.242,3,90,2,0,506,Risky
4792,37,14195.72,2.5,2.8,7,0.292,0.227,1,0,0,0,503,Risky
4793,29,132952.47,13.3,11.8,8,0.04,0.308,0,0,1,0,653,Fair
4794,39,36272.12,12.2,3.9,10,0.468,0.359,1,60,1,0,513,Risky
4795,45,104104.43,2.0,20.5,6,0.37,0.282,2,0,0,0,668,Fair
4796,52,19078.59,1.5,1.3,5,0.602,0.459,1,0,1,0,507,Risky
4797,27,80327.28,4.1,2.5,11,0.341,0.345,1,0,0,0,628,Poor
4798,59,24616.94,7.5,22.4,8,0.097,0.142,4,60,1,0,579,Very Poor
4799,21,89745.95,1.0,7.0,7,0.133,0.412,0,0,0,0,619,Poor
4800,44,72953.45,3.2,4.4,6,0.173,0.373,0,0,0,0,662,Fair
4801,37,19451.18,0.8,3.4,12,0.591,0.228,2,0,1,0,474,Risky
4802,27,10413.68,3.1,11.5,4,0.421,0.41,3,0,0,0,464,Risky
4803,47,41291.37,1.4,1.5,8,0.057,0.187,1,120,2,0,462,Risky
4804,31,60953.71,1.7,0.6,5,0.393,0.105,1,0,2,0,597,Very Poor
4805,36,37503.12,18.7,0.1,7,0.288,0.22,0,30,0,1,485,Risky
4806,43,114844.07,0.7,3.6,10,0.036,0.464,1,0,2,0,590,Very Poor
4807,50,25997.04,10.1,40.0,3,0.498,0.235,3,0,1,0,711,Good
4808,33,297919.04,1.0,2.9,6,0.365,0.302,1,30,3,0,620,Poor
4809,28,45020.92,7.8,5.6,11,0.233,0.201,0,0,0,0,609,Poor
4810,35,49747.24,1.2,8.0,6,0.305,0.131,1,0,0,0,599,Very Poor
4811,39,51087.57,3.9,2.8,7,0.275,0.245,3,60,0,0,498,Risky
4812,29,148161.97,8.3,14.5,8,0.086,0.216,0,0,3,0,637,Poor
4813,24,49939.36,5.1,4.5,5,0.124,0.448,1,0,0,0,613,Poor
4814,44,54487.26,4.9,0.2,9,0.68,0.082,0,0,2,1,492,Risky
4815,35,32165.01,1.4,1.5,6,0.506,0.335,2,0,0,0,529,Risky
4816,21,55850.84,1.9,23.2,5,0.073,0.115,2,0,1,0,646,Poor
4817,49,69372.49,19.1,2.7,5,0.576,0.113,2,0,2,0,568,Very Poor
4818,39,66147.6,12.2,31.6,12,0.766,0.054,0,90,0,0,738,Good
4819,63,34349.63,8.7,0.1,7,0.098,0.399,0,90,1,0,465,Risky
4820,42,41332.62,1.4,3.6,10,0.119,0.436,2,0,2,0,549,Risky
4821,46,18665.97,7.1,13.6,11,0.287,0.305,0,30,1,0,563,Very Poor
4822,41,16006.0,8.4,3.2,14,0.22,0.508,2,30,0,0,479,Risky
4823,52,20714.59,7.4,16.8,15,0.135,0.477,1,60,2,0,523,Risky
4824,47,92736.57,2.1,2.8,9,0.278,0.312,0,0,0,1,559,Very Poor
4825,43,147114.55,13.2,6.3,4,0.522,0.329,2,60,1,0,584,Very Poor
4826,21,38968.16,6.7,3.7,16,0.207,0.096,0,60,3,0,517,Risky
4827,60,15014.84,4.5,5.4,12,0.098,0.277,1,0,0,0,525,Risky
4828,45,55238.15,2.4,1.9,12,0.237,0.315,3,0,1,0,536,Risky
4829,44,40073.49,7.2,0.3,7,0.07,0.186,2,0,2,0,518,Risky
4830,36,168045.13,8.9,6.5,9,0.091,0.34,0,0,1,0,693,Fair
4831,56,96755.68,2.8,1.7,6,0.359,0.298,0,0,0,0,630,Poor
4832,21,35256.83,19.3,7.5,8,0.16,0.186,1,0,0,0,590,Very Poor
4833,39,23293.21,5.5,11.6,5,0.235,0.171,0,0,0,0,657,Fair
4834,66,155437.71,10.6,5.6,15,0.252,0.263,2,0,1,0,608,Poor
4835,21,22570.9,3.0,8.2,8,0.166,0.214,1,30,1,1,433,Risky
4836,59,18382.31,22.0,12.6,6,0.34,0.25,0,0,1,0,579,Very Poor
4837,47,58656.54,2.5,2.1,5,0.08,0.109,3,0,1,0,571,Very Poor
4838,40,93349.34,3.6,5.9,6,0.245,0.634,1,60,2,0,516,Risky
4839,30,16766.39,0.2,9.2,5,0.535,0.127,0,30,0,0,542,Risky
4840,26,79724.32,5.3,5.5,5,0.537,0.28,0,0,0,0,596,Very Poor
4841,29,24832.6,1.8,6.7,11,0.199,0.138,2,0,1,0,499,Risky
4842,24,55484.61,9.1,15.1,13,0.078,0.292,2,0,0,0,569,Very Poor
4843,50,16290.18,2.1,27.8,11,0.166,0.559,1,0,0,0,637,Poor
4844,48,91235.36,5.5,4.0,10,0.198,0.411,0,0,2,1,474,Risky
4845,41,50982.9,2.1,19.9,8,0.141,0.333,1,30,0,0,658,Fair
4846,40,85409.12,2.6,9.1,9,0.501,0.479,0,30,2,0,580,Very Poor
4847,54,92049.14,2.6,20.6,5,0.654,0.171,1,0,0,1,575,Very Poor
4848,44,66015.14,1.9,5.8,2,0.277,0.054,1,0,3,0,474,Risky
4849,25,29628.29,2.2,1.2,9,0.602,0.026,1,0,3,0,461,Risky
4850,33,140189.32,1.2,0.1,8,0.158,0.354,0,0,0,0,641,Poor
4851,21,47480.41,6.0,10.2,8,0.274,0.226,0,0,0,0,620,Poor
4852,57,42330.45,3.4,2.7,6,0.402,0.315,1,0,0,0,615,Poor
4853,36,28297.2,1.4,1.2,7,0.351,0.311,1,90,0,0,463,Risky
4854,31,65667.04,0.2,0.7,5,0.375,0.436,2,0,0,1,472,Risky
4855,52,123434.44,3.8,0.1,6,0.308,0.191,1,30,0,0,665,Fair
4856,39,14478.51,1.2,12.2,10,0.551,0.254,1,60,1,0,493,Risky
4857,39,85324.48,2.8,2.6,5,0.437,0.16,0,30,1,0,600,Very Poor
4858,30,268702.42,6.1,7.8,3,0.241,0.158,2,0,2,0,629,Poor
4859,29,71954.87,9.7,22.7,12,0.559,0.248,1,0,0,1,577,Very Poor
4860,32,149085.83,0.6,3.4,3,0.23,0.572,0,120,0,0,579,Very Poor
4861,30,32012.3,3.2,22.6,3,0.133,0.606,0,30,1,0,658,Fair
4862,59,21556.88,3.2,6.1,10,0.597,0.211,0,0,1,0,527,Risky
4863,29,49339.94,6.1,1.2,9,0.135,0.271,0,0,0,0,598,Very Poor
4864,53,46273.23,7.7,7.5,10,0.072,0.18,2,30,0,0,622,Poor
4865,49,48148.99,12.7,23.8,6,0.046,0.378,2,0,0,0,662,Fair
4866,49,18337.26,4.2,7.2,10,0.248,0.131,0,30,2,0,561,Very Poor
4867,50,25432.82,15.0,0.5,7,0.212,0.601,2,0,1,0,531,Risky
4868,31,77942.49,0.1,3.0,9,0.047,0.291,1,0,1,0,562,Very Poor
4869,43,49233.32,1.6,3.6,12,0.18,0.112,2,0,0,0,529,Risky
4870,54,67259.65,0.5,3.6,8,0.036,0.399,1,0,3,1,461,Risky
4871,44,54789.82,1.8,27.5,7,0.121,0.38,0,30,0,0,721,Good
4872,43,211094.85,0.7,11.5,6,0.554,0.319,0,0,2,0,687,Fair
4873,23,71087.19,2.1,3.7,3,0.271,0.254,1,0,1,0,624,Poor
4874,40,24458.17,2.1,7.4,6,0.129,0.521,1,0,2,1,411,Risky
4875,50,25428.18,3.3,6.1,7,0.312,0.238,5,0,0,0,419,Risky
4876,62,134995.68,8.2,0.9,6,0.097,0.545,3,30,0,0,533,Risky
4877,35,42060.45,1.2,4.7,4,0.453,0.249,0,30,0,0,546,Risky
4878,40,26504.55,2.3,0.1,11,0.166,0.321,3,0,1,0,535,Risky
4879,25,56158.45,9.0,0.1,8,0.239,0.09,1,60,1,1,428,Risky
4880,24,198661.83,4.0,18.4,9,0.542,0.125,0,30,2,1,639,Poor
4881,37,80375.0,5.7,12.6,9,0.135,0.202,0,0,0,0,709,Good
4882,37,33575.0,5.8,5.7,14,0.529,0.065,1,30,4,0,497,Risky
4883,45,10570.69,6.0,1.1,10,0.348,0.169,1,0,1,0,451,Risky
4884,24,27644.49,0.8,24.9,9,0.304,0.069,0,120,0,0,647,Poor
4885,41,31562.99,2.9,9.3,10,0.188,0.266,0,60,3,0,584,Very Poor
4886,36,19961.14,0.1,8.4,7,0.34,0.185,1,0,2,0,524,Risky
4887,29,13206.28,8.7,40.0,5,0.168,0.383,0,0,0,1,587,Very Poor
4888,35,39036.76,0.8,6.5,9,0.54,0.391,0,0,0,0,566,Very Poor
4889,52,31378.29,1.1,0.8,5,0.039,0.517,1,0,1,0,511,Risky
4890,44,32969.26,3.2,10.7,5,0.418,0.201,0,0,0,0,631,Poor
4891,28,345268.27,7.0,21.1,10,0.314,0.307,1,0,0,0,785,Excellent
4892,57,139929.33,6.8,4.4,7,0.135,0.266,0,0,1,0,618,Poor
4893,53,125682.38,10.8,5.1,8,0.28,0.482,0,0,2,0,593,Very Poor
4894,39,100008.4,2.9,5.0,7,0.29,0.202,0,0,0,0,651,Fair
4895,44,40282.81,2.0,12.1,5,0.577,0.221,1,0,1,0,618,Poor
4896,39,55443.05,2.6,2.5,9,0.168,0.142,3,0,0,0,590,Very Poor
4897,55,95011.65,0.3,2.3,6,0.342,0.146,1,0,1,0,557,Very Poor
4898,69,45186.64,4.5,2.9,6,0.142,0.307,1,0,2,0,573,Very Poor
4899,22,240265.95,0.6,8.1,3,0.248,0.284,0,0,1,0,675,Fair
4900,41,26822.97,6.9,5.1,4,0.098,0.154,0,60,1,0,571,Very Poor
4901,57,63616.68,2.2,7.8,5,0.375,0.186,1,0,2,0,591,Very Poor
4902,42,12012.84,0.0,2.7,9,0.49,0.454,0,0,2,0,453,Risky
4903,35,17365.65,12.3,8.1,9,0.438,0.222,1,60,2,0,471,Risky
4904,53,60100.84,5.3,5.6,8,0.508,0.253,1,90,3,0,524,Risky
4905,54,32932.89,3.0,12.3,9,0.033,0.632,1,30,1,0,614,Poor
4906,44,71122.9,0.4,3.8,6,0.129,0.381,0,30,1,0,591,Very Poor
4907,28,19620.78,0.9,5.7,10,0.217,0.446,0,60,1,0,527,Risky
4908,66,13868.76,1.7,5.9,8,0.228,0.457,3,90,1,0,420,Risky
4909,27,33819.79,14.2,2.3,6,0.233,0.365,0,30,1,0,602,Poor
4910,35,127139.13,2.3,0.9,10,0.344,0.487,1,0,0,0,644,Poor
4911,41,54913.6,2.6,4.7,8,0.333,0.509,2,60,1,0,549,Risky
4912,47,25286.98,0.2,8.3,13,0.622,0.163,0,90,0,0,544,Risky
4913,47,181405.25,0.2,0.2,9,0.217,0.205,1,0,0,0,603,Poor
4914,46,101362.42,1.5,2.7,7,0.068,0.373,0,0,1,0,629,Poor
4915,37,63583.91,0.1,23.7,8,0.014,0.249,1,0,0,0,697,Fair
4916,49,29840.9,8.5,9.8,11,0.284,0.315,2,0,2,0,531,Risky
4917,29,54510.79,9.5,3.3,4,0.228,0.373,1,0,0,0,583,Very Poor
4918,49,55527.54,5.6,10.6,11,0.204,0.323,0,0,0,0,655,Fair
4919,27,54128.96,4.8,5.0,11,0.492,0.286,3,0,4,0,492,Risky
4920,38,32489.54,0.2,6.7,4,0.587,0.552,1,0,2,0,567,Very Poor
4921,30,23297.58,26.4,3.2,4,0.09,0.232,1,0,1,0,540,Risky
4922,36,23710.05,2.3,0.0,4,0.188,0.153,1,0,1,1,426,Risky
4923,26,22921.36,9.0,22.3,1,0.367,0.233,2,60,0,0,571,Very Poor
4924,32,111531.4,2.2,0.3,8,0.129,0.19,0,30,1,0,625,Poor
4925,21,48609.69,0.6,1.5,6,0.127,0.419,1,30,1,0,556,Very Poor
4926,27,41771.73,5.8,1.0,5,0.546,0.363,1,60,0,0,551,Very Poor
4927,29,52406.41,0.3,5.7,8,0.077,0.247,0,0,2,0,550,Risky
4928,65,15799.23,0.3,18.5,8,0.325,0.296,1,0,2,0,637,Poor
4929,41,15421.66,9.6,1.4,8,0.087,0.153,3,30,1,0,444,Risky
4930,41,23543.86,14.5,1.6,12,0.156,0.29,1,0,0,0,558,Very Poor
4931,41,62546.37,0.6,3.1,10,0.339,0.205,2,0,1,0,526,Risky
4932,62,57603.63,1.7,27.7,3,0.055,0.234,1,0,1,0,705,Good
4933,40,22853.21,8.6,6.4,10,0.334,0.426,0,0,1,0,565,Very Poor
4934,40,81444.65,9.8,0.6,6,0.432,0.235,0,0,0,0,588,Very Poor
4935,61,31387.73,0.1,0.3,4,0.089,0.448,1,90,3,0,457,Risky
4936,44,67372.04,4.2,0.1,7,0.451,0.332,0,60,2,0,573,Very Poor
4937,27,73427.76,3.3,3.0,6,0.06,0.501,0,0,1,0,614,Poor
4938,41,29918.64,22.7,4.9,7,0.321,0.488,4,0,2,0,500,Risky
